,County,Total,"    Less than $10,000","    $10,000 to $14,999","    $15,000 to $24,999","    $25,000 to $34,999","    $35,000 to $49,999","    $50,000 to $74,999","    $75,000 to $99,999","    $100,000 to $149,999","    $150,000 to $199,999","    $200,000 or more",Median income (dollars),Mean income (dollars),    Household income in the past 12 months,    Family income in the past 12 months,    Nonfamily income in the past 12 months,Fiscal Year,Region,Type of Allegation,Allegation Count
3631,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2015.0,11-Edinburg,Abandonment,5.0
3632,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2015.0,11-Edinburg,Emotional Abuse,18.0
3633,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2015.0,11-Edinburg,Medical Neglect,54.0
3634,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2015.0,11-Edinburg,Neglectful Supervision,403.0
3635,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2015.0,11-Edinburg,Physical Abuse,170.0
3636,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2015.0,11-Edinburg,Physical Neglect,99.0
3637,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2015.0,11-Edinburg,Refusal To Accept Parental Responsibility,1.0
3638,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2015.0,11-Edinburg,Sexual Abuse,162.0
3639,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2014.0,11-Edinburg,Abandonment,1.0
3640,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2014.0,11-Edinburg,Emotional Abuse,10.0
3641,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2014.0,11-Edinburg,Medical Neglect,32.0
3642,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2014.0,11-Edinburg,Neglectful Supervision,368.0
3643,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2014.0,11-Edinburg,Physical Abuse,119.0
3644,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2014.0,11-Edinburg,Physical Neglect,63.0
3645,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2014.0,11-Edinburg,Refusal To Accept Parental Responsibility,3.0
3646,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2014.0,11-Edinburg,Sexual Abuse,101.0
3647,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2013.0,11-Edinburg,Emotional Abuse,12.0
3648,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2013.0,11-Edinburg,Medical Neglect,36.0
3649,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2013.0,11-Edinburg,Neglectful Supervision,359.0
3650,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2013.0,11-Edinburg,Physical Abuse,138.0
3651,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2013.0,11-Edinburg,Physical Neglect,51.0
3652,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2013.0,11-Edinburg,Refusal To Accept Parental Responsibility,6.0
3653,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2013.0,11-Edinburg,Sexual Abuse,90.0
3654,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2022.0,3-Arlington,Abandonment,56.0
3655,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2022.0,3-Arlington,Emotional Abuse,836.0
3656,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2022.0,3-Arlington,Labor Trafficking,6.0
3657,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2022.0,3-Arlington,Medical Neglect,1337.0
3658,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2022.0,3-Arlington,Neglectful Supervision,14841.0
3659,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2022.0,3-Arlington,Physical Abuse,5204.0
3660,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2022.0,3-Arlington,Physical Neglect,1513.0
3661,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2022.0,3-Arlington,Refusal To Accept Parental Responsibility,164.0
3662,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2022.0,3-Arlington,Sex Trafficking,44.0
3663,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2022.0,3-Arlington,Sexual Abuse,4055.0
3664,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2021.0,3-Arlington,Abandonment,47.0
3665,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2021.0,3-Arlington,Emotional Abuse,705.0
3666,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2021.0,3-Arlington,Labor Trafficking,3.0
3667,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2021.0,3-Arlington,Medical Neglect,1084.0
3668,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2021.0,3-Arlington,Neglectful Supervision,13713.0
3669,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2021.0,3-Arlington,Physical Abuse,4383.0
3670,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2021.0,3-Arlington,Physical Neglect,1252.0
3671,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2021.0,3-Arlington,Refusal To Accept Parental Responsibility,170.0
3672,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2021.0,3-Arlington,Sex Trafficking,52.0
3673,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2021.0,3-Arlington,Sexual Abuse,3687.0
3674,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2020.0,3-Arlington,Abandonment,44.0
3675,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2020.0,3-Arlington,Emotional Abuse,601.0
3676,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2020.0,3-Arlington,Labor Trafficking,5.0
3677,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2020.0,3-Arlington,Medical Neglect,1118.0
3678,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2020.0,3-Arlington,Neglectful Supervision,13361.0
3679,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2020.0,3-Arlington,Physical Abuse,4596.0
3680,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2020.0,3-Arlington,Physical Neglect,1378.0
3681,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2020.0,3-Arlington,Refusal To Accept Parental Responsibility,174.0
3682,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2020.0,3-Arlington,Sex Trafficking,24.0
3683,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2020.0,3-Arlington,Sexual Abuse,3394.0
3684,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2019.0,3-Arlington,Abandonment,48.0
3685,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2019.0,3-Arlington,Emotional Abuse,584.0
3686,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2019.0,3-Arlington,Labor Trafficking,4.0
3687,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2019.0,3-Arlington,Medical Neglect,1149.0
3688,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2019.0,3-Arlington,Neglectful Supervision,13420.0
3689,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2019.0,3-Arlington,Physical Abuse,5028.0
3690,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2019.0,3-Arlington,Physical Neglect,1579.0
3691,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2019.0,3-Arlington,Refusal To Accept Parental Responsibility,165.0
3692,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2019.0,3-Arlington,Sex Trafficking,31.0
3693,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2019.0,3-Arlington,Sexual Abuse,3708.0
3694,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2018.0,3-Arlington,Abandonment,30.0
3695,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2018.0,3-Arlington,Emotional Abuse,576.0
3696,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2018.0,3-Arlington,Labor Trafficking,4.0
3697,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2018.0,3-Arlington,Medical Neglect,1171.0
3698,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2018.0,3-Arlington,Neglectful Supervision,15405.0
3699,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2018.0,3-Arlington,Physical Abuse,5543.0
3700,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2018.0,3-Arlington,Physical Neglect,1980.0
3701,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2018.0,3-Arlington,Refusal To Accept Parental Responsibility,156.0
3702,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2018.0,3-Arlington,Sex Trafficking,36.0
3703,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2018.0,3-Arlington,Sexual Abuse,3681.0
3704,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2017.0,3-Arlington,Abandonment,47.0
3705,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2017.0,3-Arlington,Emotional Abuse,508.0
3706,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2017.0,3-Arlington,Labor Trafficking,3.0
3707,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2017.0,3-Arlington,Medical Neglect,1141.0
3708,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2017.0,3-Arlington,Neglectful Supervision,15640.0
3709,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2017.0,3-Arlington,Physical Abuse,6787.0
3710,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2017.0,3-Arlington,Physical Neglect,2067.0
3711,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2017.0,3-Arlington,Refusal To Accept Parental Responsibility,144.0
3712,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2017.0,3-Arlington,Sex Trafficking,32.0
3713,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2017.0,3-Arlington,Sexual Abuse,3678.0
3714,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2016.0,3-Arlington,Abandonment,37.0
3715,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2016.0,3-Arlington,Emotional Abuse,515.0
3716,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2016.0,3-Arlington,Labor Trafficking,1.0
3717,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2016.0,3-Arlington,Medical Neglect,1291.0
3718,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2016.0,3-Arlington,Neglectful Supervision,14425.0
3719,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2016.0,3-Arlington,Physical Abuse,6289.0
3720,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2016.0,3-Arlington,Physical Neglect,2230.0
3721,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2016.0,3-Arlington,Refusal To Accept Parental Responsibility,142.0
3722,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2016.0,3-Arlington,Sex Trafficking,15.0
3723,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2016.0,3-Arlington,Sexual Abuse,3568.0
3724,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2015.0,3-Arlington,Abandonment,38.0
3725,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2015.0,3-Arlington,Emotional Abuse,726.0
3726,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2015.0,3-Arlington,Medical Neglect,1610.0
3727,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2015.0,3-Arlington,Neglectful Supervision,15474.0
3728,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2015.0,3-Arlington,Physical Abuse,7427.0
3729,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2015.0,3-Arlington,Physical Neglect,2779.0
3730,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2015.0,3-Arlington,Refusal To Accept Parental Responsibility,176.0
3731,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2015.0,3-Arlington,Sex Trafficking,2.0
3732,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2015.0,3-Arlington,Sexual Abuse,3525.0
3733,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2014.0,3-Arlington,Abandonment,39.0
3734,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2014.0,3-Arlington,Emotional Abuse,642.0
3735,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2014.0,3-Arlington,Medical Neglect,1401.0
3736,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2014.0,3-Arlington,Neglectful Supervision,14367.0
3737,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2014.0,3-Arlington,Physical Abuse,6650.0
3738,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2014.0,3-Arlington,Physical Neglect,2629.0
3739,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2014.0,3-Arlington,Refusal To Accept Parental Responsibility,135.0
3740,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2014.0,3-Arlington,Sexual Abuse,3000.0
3741,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2013.0,3-Arlington,Abandonment,34.0
3742,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2013.0,3-Arlington,Emotional Abuse,495.0
3743,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2013.0,3-Arlington,Medical Neglect,1264.0
3744,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2013.0,3-Arlington,Neglectful Supervision,13039.0
3745,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2013.0,3-Arlington,Physical Abuse,6359.0
3746,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2013.0,3-Arlington,Physical Neglect,2355.0
3747,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2013.0,3-Arlington,Refusal To Accept Parental Responsibility,145.0
3748,Tarrant,"787,083",4.6%,2.5%,5.7%,7.5%,11.6%,17.5%,12.7%,17.3%,9.7%,10.9%,"76,210","105,037",35.2%,(X),(X),2013.0,3-Arlington,Sexual Abuse,3025.0
3749,Taylor,"53,907",6.3%,5.5%,7.9%,8.6%,11.6%,17.1%,14.2%,17.9%,5.9%,4.9%,"62,107","80,564",31.7%,(X),(X),2022.0,2-Abilene,Abandonment,4.0
3750,Taylor,"53,907",6.3%,5.5%,7.9%,8.6%,11.6%,17.1%,14.2%,17.9%,5.9%,4.9%,"62,107","80,564",31.7%,(X),(X),2022.0,2-Abilene,Emotional Abuse,69.0
3751,Taylor,"53,907",6.3%,5.5%,7.9%,8.6%,11.6%,17.1%,14.2%,17.9%,5.9%,4.9%,"62,107","80,564",31.7%,(X),(X),2022.0,2-Abilene,Medical Neglect,121.0
3752,Taylor,"53,907",6.3%,5.5%,7.9%,8.6%,11.6%,17.1%,14.2%,17.9%,5.9%,4.9%,"62,107","80,564",31.7%,(X),(X),2022.0,2-Abilene,Neglectful Supervision,2019.0
3753,Taylor,"53,907",6.3%,5.5%,7.9%,8.6%,11.6%,17.1%,14.2%,17.9%,5.9%,4.9%,"62,107","80,564",31.7%,(X),(X),2022.0,2-Abilene,Physical Abuse,642.0
3754,Taylor,"53,907",6.3%,5.5%,7.9%,8.6%,11.6%,17.1%,14.2%,17.9%,5.9%,4.9%,"62,107","80,564",31.7%,(X),(X),2022.0,2-Abilene,Physical Neglect,237.0
3755,Taylor,"53,907",6.3%,5.5%,7.9%,8.6%,11.6%,17.1%,14.2%,17.9%,5.9%,4.9%,"62,107","80,564",31.7%,(X),(X),2022.0,2-Abilene,Refusal To Accept Parental Responsibility,15.0
